poll_id,date,title,topics,committees,drucksache_pdf,intro
842,2010-11-12,Einführung bundesweiter Volksentscheide,"Politisches Leben, Parteien",,,"Die Linke ist mit einem Antrag gescheitert, bundesweite Volksentscheide in die Verfassung aufzunehmen. CDU/CSU, FDP und SPD stimmten gegen den Entwurf, die Grünen enthielten sich der Stimme."
843,2010-11-12,Gesundheitsreform,Gesundheit,,,"Im Zuge der von CDU/CSU und FDP beschlossenen Gesundheitsreform werden die Krankenkassenbeiträge ab dem kommenden Jahr auf 15,5 Prozent steigen. Krankenkassen können künftig höhere Zusatzbeiträge erheben als bislang."
848,2010-11-26,Haushalt 2011,Haushalt,,,"Mit den Stimmen der Koalition hat der Bundestag den Haushalt 2011 beschlossen. Der Bund kann im kommenden Jahr 305,8 Milliarden Euro ausgeben. Allerdings muss fast jeder sechste Euro über Schulden finanziert werden."
846,2010-12-02,Kampf gegen Piraten (ATALANTA),Außenpolitik und internationale Beziehungen,,,Der Bundestag hat den Einsatz von bis zu 1.400 Bundeswehrsoldaten vor den Küsten Somalias um ein weiteres Jahr verlängert. Im Rahmen der ATALANTA-Mission soll u.a. eine wichtige internationale Handelsroute vor Piratenangriffen geschützt werden.
851,2010-12-02,Verlängerung Bosnien-Einsatz (ALTHEA),Entwicklungspolitik,,,Nach einem Beschluss des Bundestags wird die Bundeswehr ein weiteres Jahr in Bosnien und Herzegowina präsent sein. Sie soll dort eine friedliche Weiterentwicklung des Landes absichern.
852,2010-12-02,Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE),Verteidigung,,,Deutsche Soldaten werden für ein weiteres Jahr an einem Anti-Terror-Einsatz im Mittelmeer teilnehmen. Dies beschloss der Bundestag gegen die Stimmen der Opposition.
853,2010-12-03,Anpassung und Veränderung von Hartz IV,"Arbeit und Beschäftigung|Gesellschaftspolitik, soziale Gruppen|Familie",,,Mit den Stimmen von CDU/CSU und FDP hat der Bundestag eine Anhebung der Hartz IV-Regelsätze von derzeit 359 auf 364 Euro beschlossen. Kinder aus Hartz IV-Familien sollen mit Bildungsangeboten gefördert werden.
854,2010-12-03,Vorläufiger Bau- und Vergabestopp bei Stuttgart 21,"Raumordnung, Bau- und Wohnungswesen",,,"Die Linke ist damit gescheitert, einen vorläufigen Bau- und Vergabestopp beim umstrittenen Bahnhofsprojekt Stuttgart 21 bis zur Landtagswahl am 27. März 2011 zu erwirken."
712,2011-01-28,Verlängerung Afghanistaneinsatz (ISAF),Entwicklungspolitik,,,Mit großer Mehrheit hat der Bundestag die Verlängerung des Afghanistaneinsatzes um ein weiteres Jahr beschlossen. Erstmals wird in dem Antrag auch ein Datum für den möglichen Beginn eines Abzugs genannt.
866,2011-03-17,Unverzügliche Abschaltung aller deutschen AKW,Energie|Umwelt,,,"Keine Mehrheit hat ein Antrag der Linken zur ""unverzüglichen"" Abschaltung aller deutschen AKW gefunden. SPD und Grüne enthielten sich, Union und FDP stimmten mit ""Nein""."
867,2011-03-17,Vorübergehende Aussetzung von AKW-Laufzeiten (Moratorium),Energie|Umwelt,,,Mit den Stimmen von Union und FDP hat sich der Bundestag für eine vorübergehende Abschaltung der sieben ältesten AKW ausgesprochen. Die Oppositionsparteien stimmten gegen den Entschließungsantrag. Im Regierungslager gab es vier Enthaltungen.
869,2011-03-17,Sofortige Abschaltung von Alt-AKW,Energie|Umwelt,,,Mit den Stimmen von Union und FDP hat der Bundestag gegen Anträge von SPD und Grünen zur sofortigen Abschaltung der sieben ältesten deutschen Atomkraftwerke sowie des AKW Krümmel gestimmt. Mehrere Unionsabgeordnete votierten mit der Opposition.
871,2011-03-25,AWACS-Einsatz in Afghanistan,Außenpolitik und internationale Beziehungen,,,"Der Bundestag hat die Bereitstellung von AWACS-Flugzeugen und Bundewehrsoldaten für Afghanistan beschlossen. Auf diese Weise sollen die NATO-Staaten entlastet werden, die sich am Libyen-Einsatz beteiligen."
735,2011-05-26,Schwarzarbeiterbekämpfungsgesetz,Arbeit und Beschäftigung|Recht|Wirtschaft,,,Mit großer Mehrheit hat der Bundestag dem Gesetzesentwurf der Regierungskoalition aus CDU/CSU und FDP zur Änderung des Arbeitnehmerüberlassungsgesetzes und des Schwarzarbeitsbekämpfungsgesetzes zugestimmt. Die Fraktionen der Linken und der Grünen enthielten sich jeweils geschlossen.
870,2011-06-09,Verlängerung Kosovo-Einsatz (KFOR),Entwicklungspolitik,,,Bundeswehrsoldaten werden für ein weiteres Jahr an der KFOR-Mission im Kosovo teilnehmen. Das hat eine Mehrheit im Deutschen Bundestag beschlossen.
872,2011-06-09,Verlängerung des Libanon-Einsatzes (UNIFIL),Außenpolitik und internationale Beziehungen,,,Der Bundestag hat die Verlängerung des Libanon-Einsatzes bis Juni 2012 mit großer Mehrheit beschlossen. Einzig die Fraktion der Linken stimmte geschlossen mit Nein.
878,2011-06-30,Atomausstieg bis 2022,Energie|Umwelt|Naturschutz,,,Mit großer Mehrheit hat der Bundestag den Ausstieg aus der Kernenergie beschlossen.
879,2011-07-07,Eingeschränkte Zulassung der Präimplantationsdiagnostik,Familie|Gesundheit,,,Fraktionsübergreifend hat der Bundestag einem Gesetzentwurf zur umstrittenen Präimplantationsdiagnostik zugestimmt. Demnach dürfen Eltern in bestimmten Fällen die Embryonen bei künstlichen Befruchtungen auf Gendefekte testen lassen.
881,2011-07-07,Unterirdische Speicherung von CO2,Energie|Umwelt|Wirtschaft,,,Mit den Stimmen der Regierungskoalition von CDU/CSU und FDP hat der Bundestag ein Gesetz zur unterirdischen Speicherung von CO2 verabschiedet.
884,2011-07-07,Abschiebestopp für syrische Flüchtlinge,Migration und Aufenthaltsrecht|Humanitäre Hilfe|Menschenrechte,,,Mit den Stimmen von CDU/CSU und FDP hat der Bundestag sich mehrheitlich gegen ein Aussetzen des Deutsch-Syrischen Rückübernahmeabkommens und damit gegen einen Abschiebestopp für syrische Flüchtlinge ausgesprochen. Dies hatten die Grünen beantragt.
880,2011-07-08,Keine Panzer an Saudi-Arabien verkaufen,Außenpolitik und internationale Beziehungen,,,"Mit den Stimmen von Union und FDP hat der Bundestag einen Antrag abgelehnt, mit dem die Linksfraktion eine mögliche Lieferung von Kampfpanzern nach Saudi-Arabien verhindern wollte. Während Linke und Grüne mit Ja stimmten, enthielt sich die SPD mehrheitlich."
882,2011-07-08,Verlängerung des Darfur-Einsatzes,Verteidigung,,,Der Bundestag hat mit großer Mehrheit die Fortsetzung der Beteiligung an der AU-/UN-Hybrid-Operation in der sudanesischen Krisenregion Darfur beschlossen. Lediglich die Linke stimmte gegen den Antrag.
883,2011-07-08,Deutsche Beteiligung an UN-Aufbaumission in Südsudan,Außenpolitik und internationale Beziehungen|Entwicklungspolitik,,,Die Regierung des neugegründeten Südsudans hat die UN um eine Folgemission der bisher im Sudan geführten Friedensmission UNMIS gebeten. Gegen die Stimmen der Linksfraktion beschloss der Bundestag mit großer Mehrheit eine Beteiligung deutscher Soldaten.
887,2011-09-29,Euro-Stabilisierungsfonds EFSF,Außenpolitik und internationale Beziehungen|Europapolitik und Europäische Union|Finanzen,,,Mit breiter Mehrheit hat der Bundestag den Euro-Stabilisierungsfonds beschlossen. 15 Abgeordnete von Union und FDP stimmten mit Nein oder enthielten sich. Damit erhielt der Antrag eine Kanzlermehrheit.
889,2011-09-29,Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS),Entwicklungspolitik,,,Gegen die Stimmen der Linkspartei hat der Bundestag für eine Verlängerung des Bundeswehreinsatzes im Südsudan gestimmt. Es können bis zu 50 deutsche Soldatinnen und Soldaten eingesetzt werden.
890,2011-09-29,Reform des Bundestagswahlrechts,"Politisches Leben, Parteien|Recht",,,Nach drei Monaten ohne gültiges Wahlrecht aufgrund von koalitionsinternen Differenzen haben Union und FDP diesen Missstand behoben. Die Opposition kündigte eine Verfassungsklage an.
903,2011-10-26,Ausweitung des Euro-Rettungsschirms (EFSF),Außenpolitik und internationale Beziehungen|Europapolitik und Europäische Union|Finanzen,,,Mit großer Mehrheit hat der Bundestag in einer Entschließung für eine Stärkung des Euro-Rettungsschirms gestimmt. Als einzige Fraktion stimmte Die Linke gegen den Antrag.
905,2011-12-01,Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE),Verteidigung,,,Bundeswehrsoldatinnen und -soldaten werden auch im nächsten Jahr zur Bekämpfung des internationalen Terrorismus im Mittelmeerraum eingesetzt. Der Bundestag stimmte dem Antrag der Bundesregierung mehrheitlich zu.
907,2011-12-01,Verlängerung des Bundeswehreinsatzes gegen Piraterie (Atalanta),Verteidigung,,,Der Bundestag die deutsche Beteiligung am Anti-Pirateneinsatz vor der Küste Somalias um ein weiteres Jahr verlängert. Als einzige Fraktion stimmte die Linke geschlossen mit Nein.
910,2012-01-26,Verlängerung Afghanistan-Einsatz (ISAF),Entwicklungspolitik,,,Mit deutlicher Mehrheit hat der Bundestag die Verlängerung des Bundeswehreinsatzes in Afghanistan bis Anfang 2013 beschlossen. Als einzige Fraktion stimmte die Linke geschlossen gegen den Regierungsantrag.
911,2012-02-27,Zweites Rettungspaket für Griechenland,Außenpolitik und internationale Beziehungen|Europapolitik und Europäische Union|Finanzen,,,Der Bundestag hat sich mit breiter Mehrheit für ein weiteres Rettungspaket für das finanziell angeschlagene Griechenland ausgesprochen. Aus den Regierungsfraktionen gab es vereinzelte Gegenstimmen. Die Linke lehnte das Rettungspaket geschlossen ab.
913,2012-03-29,Pläne für ein Betreuungsgeld aufgeben,Bildung und Erziehung|Familie|Soziale Sicherung,,,"Mit den Stimmen von Union und FDP hat der Bundestag einen Antrag der Grünen abgelehnt, mit dem das geplante Betreuungsgeld gestoppt werden sollte. Vor allem die CSU pocht auf dessen Einführung, wie es im Koalitionsvertrag festgeschrieben wurde."
914,2012-03-29,Abbau der kalten Progression,"Öffentliche Finanzen, Steuern und Abgaben",,,"Mit der eigenen Stimmenmehrheit haben Union und FDP einen Abbau der sog. ""kalten Progression"" beschlossen. U.a. wird der Grundfreibetrag um insgesamt 350 Euro angehoben."
915,2012-03-29,Kürzungen der Solarförderungen,"Energie|Raumordnung, Bau- und Wohnungswesen|Umwelt",,,Der Bundestag hat die geplanten Kürzungen bei der Solarförderung beschlossen. Aus den Reihen der Koalition gab es einzelne Nein-Stimmen.
917,2012-05-10,Verlängerung des Bundeswehreinsatzes gegen Piraterie (Atalanta),Verteidigung,,,"Mit den Stimmen von Union und FDP hat der Bundestag die einjährige Verlängerung des Bundeswehreinsatzes am Horn von Afrika beschlossen. Während sich die Grünen enthielten, stimmten SPD und Linke gegen den Antrag."
918,2012-05-24,Verbesserter Rechtsschutz in Wahlsachen (Art. 93 GG),"Politisches Leben, Parteien|Recht",,,"Mit den Stimmen von Union, SPD, FDP und Grünen hat der Bundestag den Rechtsschutz im Wahlrecht verbessert. Zukünftig wird es Vereinigungen erlaubt sein, vor einer Wahl gegen Entscheidungen des Bundeswahlausschusses Rechtsmittel beim Bundesverfassungsgericht einzulegen."
919,2012-05-25,Verlängerung Kosovo-Einsatz (KFOR),Entwicklungspolitik,,,Die deutsche Bundeswehr wird sich auch weiterhin am KFOR-Einsatz im Kosovo beteiligen. Das hat der Bundestag mit breiter Mehrheit beschlossen. Als einzige Fraktion stimmte die Linke geschlossen dagegen die Mandatsverlängerung.
925,2012-06-14,Nachtragshaushalt 2012,Haushalt,,,Der Bundestag hat mit der Mehrheit von Union und FDP einen Nachtragshaushalt beschlossen. Darin sind auch Mittel für den ESM enthalten.
929,2012-06-28,Recht auf Eheschließung für gleichgeschlechtliche Paare,"Gesellschaftspolitik, soziale Gruppen|Recht",,,"Die Grünen sind mit einem Antrag gescheitert, der gleichgeschlechtlichen Paaren das Recht zur Eheschließung einräumen sollte. Die Koalitionsmehrheit stimmte mit ""Nein"". Unterstützt wurde der Antrag von SPD und Linkspartei."
930,2012-06-28,Fortsetzung des Libanon-Einsatzes,Außenpolitik und internationale Beziehungen,,,Der Bundestag hat mit deutlicher Mehrheit für eine Verlängerung des Marine-Einsatzes vor der libanesischen Küste gestimmt. Nur die Linke stimmte geschlossen mit Nein.
927,2012-06-29,Fiskalpakt,Außenpolitik und internationale Beziehungen|Europapolitik und Europäische Union|Finanzen,,,"Der Deutsche Bundestag hat grünes Licht für den Fiskalpakt gegeben. Außer der Linken stimmten alle Fraktionen mehrheitlich für das Vertragswerk, gleichwohl gab es vereinzelte Gegenstimmen."
928,2012-06-29,Dauerhafter Euro-Rettungsschirm ESM,Außenpolitik und internationale Beziehungen|Europapolitik und Europäische Union|Finanzen,,,Mit großer Mehrheit hat der Bundestag für den dauerhaften Euro-Rettungsschirm ESM gestimmt. Als einzige Fraktion stimmte die Linke geschlossen mit Nein. Abgelehnt wurde der ESM auch von vereinzelten Abgeordneten der anderen Fraktionen.
931,2012-06-29,Neuausrichtung der Pflegeversicherung,Senioren|Gesundheit,,,Mit den Stimmen der Koalition hat der Bundestag eine Pflegereform beschlossen. Vorgesehen sind u.a. höhere Leistungen für Demenzkranke sowie eine private Pflegezusatzversicherung.
933,2012-07-19,Bankenhilfe für Spanien (EFSF),Außenpolitik und internationale Beziehungen|Europapolitik und Europäische Union|Finanzen,,,Mit großer Mehrheit hat der Bundestag für die Gewährung eines Darlehens von 100 Mrd. € an Spanien durch die EFSF (Europäische Finanzstabilisierungsfazilität) gestimmt. Einzig die Fraktion Die Linke stimmte geschlossen mit Nein. Daneben wurde der Gesetzentwurf auch von vereinzelten Abgeordneten anderer Fraktionen abgelehnt.
957,2012-11-08,Verlängerung des Darfur-Einsatzes (UNAMID),Verteidigung,,,Mit großer Mehrheit hat der Bundestag eine Verlängerung des Darfur-Einsatz beschlossen. Als einzige Fraktion stimmte die Linke geschlossen mit Nein.
958,2012-11-08,Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS),Verteidigung,,,Gegen die Stimmen der Linken hat der Deutsche Bundestag sich für eine Verlängerung des Bundeswehreinsatzes im Südsudan bis spätestens Dezember 2013 ausgesprochen.
959,2012-11-08,Offenlegung von Nebeneinkünften auf Euro und Cent,Lobbyismus & Transparenz,,,Mit ihrer Stimmenmehrheit haben Union und FDP einen Antrag zur Komplettoffenlegung von Nebeneinkünften abgelehnt. Die Oppositionsparteien stimmten geschlossen dafür.
960,2012-11-09,Einführung eines Betreuungsgeldes,Bildung und Erziehung|Familie,,,Gegen die Stimmen der Opposition haben CDU/CSU und FDP das umstrittene Betreuungsgeld beschlossen. Im Koalitionslager gab es vereinzelte Nein-Stimmen.
962,2012-11-30,Finanzhilfe für Griechenland,Außenpolitik und internationale Beziehungen|Europapolitik und Europäische Union|Finanzen,,,Mit großer Mehrheit hat der Bundestag ein weiteres Hilfspaket für Griechenland beschlossen. Erstmals wird der Bundeshaushalt konkret belastet.
963,2012-12-12,Beschneidung von Jungen aus religiösen Gründen,"Gesellschaftspolitik, soziale Gruppen|Recht",,,Der Bundestag hat sich mehrheitlich für die Straffreiheit bei der Beschneidung von Jungen aus religiösen Gründen ausgesprochen.
965,2012-12-13,Mietrechtsreform,"Raumordnung, Bau- und Wohnungswesen|Recht|Verbraucherschutz",,,Gegen die Stimmen der Opposition hat der Bundestag eine Reform des Mietrechts beschlossen. U.d. dürfen die Mieten in bestimmten Regionen nicht mehr so stark steigen wie bislang.
964,2012-12-14,Patriot-Einsatz in der Türkei,Außenpolitik und internationale Beziehungen|Verteidigung,,,Der Deutsche Bundestag hat den Einsatz deutscher Soldaten zur Unterstützung des NATO-Partners Türkei beschlossen. Als einzige Fraktion stimmte die Linke geschlossen mit Nein.
977,2013-01-31,Verlängerung Afghanistan-Einsatz (ISAF),Außenpolitik und internationale Beziehungen,,,"Mit breiter Mehrheit hat der Bundestag die Fortsetzung des Afghanistaneinsatzes beschlossen. Als einzige Fraktion stimmte die Linke geschlossen dagegen, Nein-Stimmen gab es aber auch aus den anderen Fraktionen."
980,2013-02-28,Mali-Einsatz (internationale Unterstützungsmission),Außenpolitik und internationale Beziehungen,,,150 Bundeswehrsoldaten sollen eine internationalen Unterstützungsmission in Mali unterstützen und u.a. bei der Luftbetankung von Flugzeugen helfen. Dies hat der Bundestag beschlossen.
981,2013-02-28,Mali-Einsatz (militärische Ausbildungsmission),Außenpolitik und internationale Beziehungen,,,Mit großer Mehrheit hat der Bundestag dem Einsatz von 180 Bundeswehrsoldaten im Rahmen einer EU-Ausbildungsmission in Mali beschlossen. Geschlossen dagegen stimmte nur die Linkspartei.
982,2013-02-28,Privatisierung der Wasserversorgung verhindern (Linken-Antrag),Recht|Menschenrechte|Wirtschaft,,,"Die Linke ist mit einem Antrag gescheitert, in dem es indirekt um die Privatisierung bei der Wasserversorgung ging. Unterstützung fand die Fraktion nur bei den Grünen."
983,2013-02-28,Privatisierung der Wasserversorgung verhindern (Grünen-Antrag),Recht|Menschenrechte|Wirtschaft,,,"Gegen die Stimmen von Union und FDP sind die Grünen mit einem Antrag gescheitert, in dem es indirekt um die Privatisierung der Wasserversorgung ging."
978,2013-03-01,Leistungsschutzrecht,"Medien, Kommunikation und Informationstechnik|Recht",,,Mit den Stimmen von Union und FDP hat der Bundestag das umstrittene Leistungsschutzrecht für Presseverlage beschlossen. Der Entwurf war im letzten Moment geändert worden.
986,2013-04-18,Frauenquote in Aufsichtsräten,Arbeit und Beschäftigung|Frauen,,,Im Bundestag ist ein Antrag für eine verbindliche Frauenquote in Aufsichtsräten gescheitert.
987,2013-04-18,Finanzhilfen für Zypern (ESM),Außenpolitik und internationale Beziehungen|Finanzen,,,Der Bundestag hat mit großer Mehrheit für die Gewährung von Finanzhilfen für Zypern gestimmt.
999,2013-04-23,Verbot der NPD,"Politisches Leben, Parteien",,,Der Antrag für ein Verbotsverfahren der NPD wurde mit geringer Mehrheit abgelehnt.
990,2013-05-16,EU-Operation Atalanta,Verteidigung,,,"Der Bundestag hat die Verlängerung des Anti-Pirateneinsatzes vor der Küste Somalias beschlossen. Linke und SPD stimmten mit Nein, die Grünen enthielten sich."
